,RK,Name,POS,GP,ATT,YDS,AVG,LNG,BIG,TD,YDS/G,FUM,LST,FD,Year*
6766,124,Charcandrick WestKC,RB,13,18,72,4.0,21,1,2,5.5,0,0,4,2017
6767,125,Kevin HoganCLE,QB,4,10,71,7.1,11,0,0,17.8,0,0,4,2017
6768,126,Brandon BoldenNE,RB,16,13,67,5.2,20,1,0,4.2,0,0,3,2017
6769,127,Derek CarrOAK,QB,15,23,66,2.9,32,1,0,4.4,4,2,5,2017
6770,128,Brock OsweilerDEN,QB,6,14,64,4.6,18,0,1,10.7,0,0,3,2017
6771,128,Curtis SamuelCAR,WR,9,4,64,16.0,31,1,0,7.1,0,0,3,2017
6772,130,Darren SprolesPHI,RB,3,15,61,4.1,12,0,0,20.3,0,0,4,2017
6773,131,Tyreek HillKC,WR,15,17,59,3.5,16,0,0,3.9,0,0,3,2017
6774,132,Tyler LockettSEA,WR,16,10,58,5.8,22,1,0,3.6,0,0,4,2017
6775,133,Kenjon BarnerPHI,RB,13,16,57,3.6,18,0,1,4.4,0,0,3,2017
6776,134,Danny WoodheadBAL,RB,8,14,56,4.0,10,0,0,7.0,0,0,2,2017
6777,135,Andre EllingtonARI/HOU,RB,12,20,55,2.8,14,0,1,4.6,0,0,3,2017
6778,135,Bryce PettyNYJ,QB,4,7,55,7.9,24,1,0,13.8,0,0,4,2017
6779,135,Adoree' JacksonTEN,CB,16,5,55,11.0,20,2,0,3.4,0,0,3,2017
6780,138,Joe FlaccoBAL,QB,16,25,54,2.2,25,1,1,3.4,1,0,3,2017
6781,138,Joe WebbBUF,QB,16,8,54,6.8,22,1,0,3.4,0,0,4,2017
6782,140,Robert TurbinIND,RB,6,23,53,2.3,7,0,1,8.8,0,0,9,2017
6783,141,T.J. YatesHOU,QB,4,5,51,10.2,15,0,0,12.8,0,0,4,2017
6784,141,Lance DunbarLAR,RB,4,11,51,4.6,12,0,1,12.8,0,0,4,2017
6785,141,Jared GoffLAR,QB,15,28,51,1.8,22,1,1,3.4,1,1,3,2017
6786,144,Taylor GabrielATL,WR,16,8,49,6.1,15,0,0,3.1,0,0,3,2017
6787,145,Trey EdmundsNO,RB,16,9,48,5.3,41,1,1,3.0,0,0,1,2017
6788,146,Ben RoethlisbergerPIT,QB,15,28,47,1.7,14,0,0,3.1,2,0,6,2017
6789,147,Marquise GoodwinSF,WR,16,4,44,11.0,18,0,0,2.8,0,0,3,2017
6790,147,Dwayne WashingtonDET,RB,5,20,44,2.2,6,0,0,8.8,0,0,1,2017
6791,149,Jamize OlawaleOAK,FB,12,9,43,4.8,11,0,1,3.6,1,0,5,2017
6792,149,Taywan TaylorTEN,WR,16,8,43,5.4,17,0,0,2.7,0,0,1,2017
6793,151,Michael CampanaroBAL,WR,13,5,42,8.4,19,0,0,3.2,0,0,2,2017
6794,152,Marcus MurphyBUF,RB,1,7,41,5.9,25,1,0,41.0,0,0,2,2017
6795,153,Anthony ShermanKC,FB,16,14,40,2.9,9,0,1,2.5,0,0,5,2017
6796,153,Brandin CooksNE,WR,16,9,40,4.4,13,0,0,2.5,0,0,2,2017
6797,155,Ted Ginn Jr.NO,WR,15,10,39,3.9,15,0,0,2.6,0,0,2,2017
6798,156,DeSean JacksonTB,WR,14,3,38,12.7,23,1,0,2.7,0,0,1,2017
6799,157,J.J. NelsonARI,WR,16,3,37,12.3,16,0,0,2.3,0,0,2,2017
6800,157,Brian HillATL/CIN,RB,6,11,37,3.4,11,0,0,6.2,0,0,2,2017
6801,159,Jamison CrowderWSH,WR,15,7,34,4.9,11,0,0,2.3,0,0,1,2017
6802,160,Chad WilliamsARI,WR,6,2,33,16.5,33,1,0,5.5,0,0,1,2017
6803,161,Jay CutlerMIA,QB,14,19,32,1.7,9,0,0,2.3,2,0,3,2017
6804,161,Darrius Heyward-BeyPIT,WR,16,2,32,16.0,29,1,1,2.0,0,0,1,2017
6805,161,Byron MarshallWSH,RB,4,9,32,3.6,11,0,0,8.0,0,0,1,2017
6806,164,Kyle JuszczykSF,FB,14,7,31,4.4,12,0,0,2.2,0,0,4,2017
6807,165,Senorise PerryMIA,RB,16,8,30,3.8,12,0,0,1.9,0,0,2,2017
6808,165,Raheem MostertSF,RB,11,6,30,5.0,16,0,0,2.7,1,1,1,2017
6809,165,Paxton LynchDEN,QB,2,5,30,6.0,11,0,0,15.0,0,0,2,2017
6810,168,Benny CunninghamCHI,RB,14,9,29,3.2,12,0,0,2.1,0,0,1,2017
6811,168,Mack BrownMIN/WSH,RB,3,8,29,3.6,11,0,0,9.7,0,0,1,2017
6812,170,Tom BradyNE,QB,16,25,28,1.1,7,0,0,1.8,1,1,7,2017
6813,170,Zach LineNO,FB,12,7,28,4.0,9,0,0,2.3,0,0,5,2017
6814,172,Kaelin ClayBUF/CAR,WR,13,3,27,9.0,29,1,0,2.1,0,0,1,2017
6815,172,ArDarius StewartNYJ,WR,15,7,27,3.9,11,0,0,1.8,0,0,2,2017
6816,174,Eli ManningNYG,QB,15,12,26,2.2,14,0,1,1.7,1,0,2,2017
6817,174,Zach ZennerDET,RB,8,14,26,1.9,14,0,1,3.3,0,0,2,2017
6818,176,Andre WilliamsLAC,RB,8,9,25,2.8,7,0,0,3.1,0,0,0,2017
6819,176,Fitzgerald ToussaintPIT,RB,6,6,25,4.2,7,0,0,4.2,0,0,1,2017
6820,178,Chris JonesDAL,P,16,1,24,24.0,24,1,0,1.5,0,0,1,2017
6821,178,Derek WattLAC,FB,16,6,24,4.0,17,0,0,1.5,0,0,2,2017
6822,180,David JohnsonARI,RB,1,11,23,2.1,6,0,0,23.0,1,1,0,2017
6823,180,Akeem HuntKC,RB,15,8,23,2.9,11,0,0,1.5,0,0,1,2017
6824,180,Nathan PetermanBUF,QB,4,7,23,3.3,9,0,0,5.8,2,0,1,2017
6825,180,C.J. ProsiseSEA,RB,5,11,23,2.1,8,0,0,4.6,0,0,1,2017
6826,184,Golden TateDET,WR,16,5,22,4.4,10,0,0,1.4,0,0,1,2017
6827,184,Martavis BryantPIT,WR,15,6,22,3.7,13,0,0,1.5,0,0,0,2017
6828,184,Nate SudfeldPHI,QB,1,1,22,22.0,22,1,0,22.0,0,0,1,2017
6829,187,David FluellenTEN,RB,16,4,21,5.3,10,0,0,1.3,0,0,1,2017
6830,188,Russell ShepardCAR,WR,15,2,19,9.5,11,0,0,1.3,0,0,1,2017
6831,188,D.J. FosterARI,RB,7,6,19,3.2,5,0,0,2.7,0,0,0,2017
6832,190,Fozzy WhittakerCAR,RB,12,7,18,2.6,8,0,0,1.5,0,0,2,2017
6833,191,Randall CobbGB,WR,15,9,17,1.9,10,0,0,1.1,0,0,1,2017
6834,191,Chris HoganNE,WR,9,3,17,5.7,13,0,0,1.9,0,0,1,2017
6835,191,Marqise LeeJAX,WR,14,1,17,17.0,17,0,0,1.2,0,0,1,2017
6836,191,Bruce EllingtonHOU,WR,11,3,17,5.7,13,0,0,1.5,0,0,1,2017
6837,191,Bernard ReedyTB/NE,WR,9,3,17,5.7,10,0,0,1.9,0,0,1,2017
6838,196,Alex EricksonCIN,WR,16,5,16,3.2,14,0,0,1.0,0,0,1,2017
6839,197,Julio JonesATL,WR,16,1,15,15.0,15,0,0,0.9,0,0,1,2017
6840,197,EJ ManuelOAK,QB,2,2,15,7.5,10,0,0,7.5,0,0,1,2017
6841,197,Terrance WilliamsDAL,WR,16,2,15,7.5,9,0,0,0.9,0,0,1,2017
6842,197,JoJo NatsonNYJ,WR,7,1,15,15.0,15,0,0,2.1,0,0,1,2017
6843,201,Nate EbnerNE,S,9,1,14,14.0,14,0,0,1.6,1,0,1,2017
6844,201,MarQueis GrayMIA,TE,16,5,14,2.8,5,0,0,0.9,0,0,3,2017
6845,201,Tommylee LewisNO,WR,15,2,14,7.0,8,0,0,0.9,0,0,0,2017
6846,201,Matt JonesIND,RB,5,5,14,2.8,5,0,0,2.8,0,0,1,2017
6847,201,LeShun Daniels Jr.WSH,RB,4,3,14,4.7,8,0,0,3.5,0,0,0,2017
6848,201,Evan EngramNYG,TE,15,1,14,14.0,14,0,0,0.9,0,0,1,2017
6849,207,Trevor DavisGB,WR,16,2,13,6.5,9,0,0,0.8,0,0,0,2017
6850,207,Aaron RipkowskiGB,FB,16,5,13,2.6,4,0,0,0.8,0,0,0,2017
6851,207,De'Angelo HendersonDEN,RB,5,7,13,1.9,5,0,0,2.6,0,0,2,2017
6852,207,Cooper RushDAL,QB,2,2,13,6.5,15,0,0,6.5,0,0,1,2017
6853,207,Stefon DiggsMIN,WR,14,8,13,1.6,9,0,0,0.9,0,0,1,2017
6854,207,Matt DayesCLE,RB,16,5,13,2.6,4,0,0,0.8,0,0,1,2017
6855,207,Gerald EverettLAR,TE,16,1,13,13.0,13,0,0,0.8,0,0,1,2017
6856,207,C.J. HamMIN,FB,16,7,13,1.9,3,0,1,0.8,0,0,5,2017
6857,215,Drew BreesNO,QB,16,33,12,0.4,7,0,2,0.8,2,0,7,2017
6858,215,Carson PalmerARI,QB,7,14,12,0.9,4,0,0,1.7,2,0,5,2017
6859,215,Geno SmithNYG,QB,2,4,12,3.0,10,0,0,6.0,0,0,2,2017
6860,215,Robert WoodsLAR,WR,12,2,12,6.0,8,0,0,1.0,0,0,0,2017
6861,215,Tyler ErvinHOU,RB,4,4,12,3.0,6,0,0,3.0,0,0,1,2017
6862,215,Jakeem Grant Sr.MIA,WR,16,3,12,4.0,7,0,0,0.8,0,0,0,2017
6863,215,Damiere ByrdCAR,WR,8,1,12,12.0,12,0,0,1.5,0,0,1,2017
6864,215,Andy JanovichDEN,FB,16,6,12,2.0,4,0,1,0.8,0,0,3,2017
6865,215,John RossCIN,WR,3,1,12,12.0,12,0,0,4.0,1,1,0,2017
6866,224,Adam ThielenMIN,WR,16,1,11,11.0,11,0,0,0.7,0,0,1,2017
6867,224,Jimmy GaroppoloSF,QB,6,15,11,0.7,8,0,1,1.8,1,0,3,2017
6868,226,Mohamed SanuATL,WR,15,4,10,2.5,4,0,0,0.7,0,0,3,2017
6869,226,John BrownARI,WR,10,1,10,10.0,10,0,0,1.0,0,0,1,2017
6870,226,Kasey RedfernDET,P,1,1,10,10.0,10,0,0,10.0,1,0,0,2017
6871,226,Patrick MahomesKC,QB,1,7,10,1.4,5,0,0,10.0,0,0,0,2017
6872,230,Matt MooreMIA,QB,4,3,9,3.0,7,0,0,2.3,0,0,1,2017
6873,230,Keenan AllenLAC,WR,16,2,9,4.5,6,0,0,0.6,0,0,0,2017
6874,230,Michael BurtonCHI,FB,16,4,9,2.3,7,0,0,0.6,0,0,2,2017
6875,230,Robbie AndersonNYJ,WR,16,3,9,3.0,7,0,0,0.6,0,0,0,2017
6876,230,Kenny GolladayDET,WR,11,1,9,9.0,9,0,0,0.8,0,0,0,2017
6877,230,William Fuller VHOU,WR,10,2,9,4.5,5,0,0,0.9,0,0,0,2017
6878,230,Jamal AgnewDET,WR,13,2,9,4.5,5,0,0,0.7,0,0,1,2017
6879,237,Derrick ColemanATL,FB,16,2,8,4.0,5,0,0,0.5,0,0,0,2017
6880,237,Odell Beckham Jr.NYG,WR,4,1,8,8.0,8,0,0,2.0,0,0,0,2017
6881,237,David FalesMIA,QB,2,4,8,2.0,3,0,1,4.0,0,0,1,2017
6882,237,Terrell WatsonPIT,RB,10,5,8,1.6,3,0,0,0.8,0,0,3,2017
6883,237,Chester RogersIND,WR,11,3,8,2.7,7,0,0,0.7,0,0,0,2017
6884,237,Bobo WilsonTB,WR,3,3,8,2.7,8,0,0,2.7,0,0,0,2017
6885,243,Drew StantonARI,QB,5,9,7,0.8,5,0,0,1.4,0,0,2,2017
6886,243,Travis KelceKC,TE,15,2,7,3.5,4,0,0,0.5,0,0,2,2017
6887,243,Jermaine WhiteheadGB,S,10,1,7,7.0,7,0,0,0.7,0,0,1,2017
6888,243,Phillip DorsettNE,WR,15,1,7,7.0,7,0,0,0.5,0,0,0,2017
6889,243,Nelson AgholorPHI,WR,16,1,7,7.0,7,0,0,0.4,0,0,1,2017
6890,248,Josh BellamyCHI,WR,15,1,6,6.0,6,0,0,0.4,0,0,0,2017
6891,248,Albert WilsonKC,WR,13,3,6,2.0,6,0,0,0.5,0,0,1,2017
6892,248,Adam HumphriesTB,WR,16,1,6,6.0,6,0,0,0.4,0,0,1,2017
6893,248,Maxx WilliamsBAL,TE,11,2,6,3.0,4,0,0,0.5,0,0,2,2017
6894,248,Bryce TreggsCLE,WR,6,1,6,6.0,6,0,0,1.0,0,0,0,2017
6895,248,Pharoh CooperLAR,WR,16,1,6,6.0,6,0,0,0.4,0,0,1,2017
6896,254,Tommy BohanonJAX,FB,16,5,5,1.0,3,0,2,0.3,0,0,2,2017
6897,254,Josh FergusonIND,RB,10,1,5,5.0,5,0,0,0.5,0,0,0,2017
6898,254,Ryan SwitzerDAL,WR,16,4,5,1.3,3,0,0,0.3,0,0,0,2017
6899,254,Jacob HollisterNE,TE,15,1,5,5.0,5,0,0,0.3,0,0,0,2017
6900,258,Brian HoyerSF/NE,QB,11,9,4,0.4,9,0,1,0.4,2,0,2,2017
6901,258,Mike WallaceBAL,WR,15,1,4,4.0,4,0,0,0.3,0,0,0,2017
6902,258,Niles PaulWSH,TE,14,2,4,2.0,5,0,0,0.3,0,0,1,2017
6903,258,Mike GlennonCHI,QB,4,4,4,1.0,2,0,0,1.0,2,1,0,2017
6904,258,De'Anthony ThomasKC,WR,16,1,4,4.0,4,0,0,0.3,0,0,0,2017
6905,258,Jalston FowlerTEN,RB,10,2,4,2.0,3,0,1,0.4,0,0,1,2017
6906,258,Amari CooperOAK,WR,14,1,4,4.0,4,0,0,0.3,0,0,1,2017
6907,258,Sterling ShepardNYG,WR,11,4,4,1.0,12,0,0,0.4,0,0,1,2017
6908,258,Wil LutzNO,PK,16,1,4,4.0,4,0,0,0.3,0,0,0,2017
6909,258,Rashard HigginsCLE,WR,15,1,4,4.0,4,0,0,0.3,0,0,0,2017
6910,258,Isaiah McKenzieDEN,WR,11,1,4,4.0,4,0,0,0.4,0,0,0,2017
6911,269,Nick FolesPHI,QB,7,11,3,0.3,9,0,0,0.4,3,1,1,2017
6912,269,Tavarres KingNYG,WR,8,2,3,1.5,11,0,0,0.4,0,0,1,2017
6913,271,John KuhnNO,FB,2,1,2,2.0,2,0,0,1.0,0,0,1,2017
6914,271,Scott TolzienIND,QB,1,2,2,1.0,3,0,0,2.0,0,0,0,2017
6915,271,Bobby Rainey Jr.BAL,RB,4,1,2,2.0,2,0,0,0.5,0,0,0,2017
6916,271,Nat BerheNYG,S,15,1,2,2.0,2,0,0,0.1,0,0,1,2017
6917,271,Tom SavageHOU,QB,8,4,2,0.5,3,0,0,0.3,0,0,0,2017
6918,271,Taylor HeinickeHOU,QB,1,1,2,2.0,2,0,0,2.0,0,0,0,2017
6919,271,Vince MayleBAL,TE,16,2,2,1.0,2,0,1,0.1,0,0,1,2017
6920,271,Josh MaloneCIN,WR,11,2,2,1.0,4,0,0,0.2,0,0,0,2017
6921,279,Kyle WilliamsBUF,DT,16,1,1,1.0,1,0,1,0.1,0,0,1,2017
6922,279,Braxton MillerHOU,WR,11,1,1,1.0,1,0,0,0.1,0,0,0,2017
6923,279,Lawrence ThomasNYJ,FB,14,2,1,0.5,1,0,0,0.1,0,0,0,2017
6924,279,Justin DavisLAR,RB,4,1,1,1.0,1,0,0,0.3,0,0,0,2017
6925,279,David NjokuCLE,TE,16,1,1,1.0,1,0,0,0.1,0,0,0,2017
6926,279,Devante MaysGB,RB,8,4,1,0.3,2,0,0,0.1,2,1,0,2017
6927,285,Eric WeemsTEN,WR,16,1,0,0.0,0,0,0,0.0,0,0,0,2017
6928,285,C.J. SpillerKC,RB,1,2,0,0.0,1,0,0,0.0,0,0,0,2017
6929,285,Matt BosherATL,P,16,1,0,0.0,0,0,0,0.0,0,0,0,2017
6930,285,Tyler BrayKC,QB,1,1,0,0.0,0,0,0,0.0,1,1,0,2017
6931,285,Roosevelt NixPIT,FB,16,3,0,0.0,1,0,1,0.0,0,0,1,2017
6932,290,Austin DavisSEA,QB,3,1,-1,-1.0,-1,0,0,-0.3,0,0,0,2017
6933,290,Cody KesslerCLE,QB,3,1,-1,-1.0,-1,0,0,-0.3,0,0,0,2017
6934,290,Kalif RaymondNYG/NYJ,WR,8,1,-1,-1.0,0,0,0,-0.1,0,0,0,2017
6935,293,Philip RiversLAC,QB,16,18,-2,-0.1,8,0,0,-0.1,3,0,1,2017
6936,293,Derek AndersonCAR,QB,3,2,-2,-1.0,-1,0,0,-0.7,0,0,0,2017
6937,293,Delanie WalkerTEN,TE,16,2,-2,-1.0,1,0,1,-0.1,0,0,1,2017
6938,293,Darren McFaddenDAL,RB,1,1,-2,-2.0,-2,0,0,-2.0,0,0,0,2017
6939,293,Chase DanielNO,QB,1,3,-2,-0.7,0,0,0,-2.0,0,0,0,2017
6940,293,Patrick DiMarcoBUF,FB,16,2,-2,-1.0,0,0,0,-0.1,0,0,0,2017
6941,293,Sean MannionLAR,QB,5,9,-2,-0.2,3,0,0,-0.4,1,0,3,2017
6942,293,Bronson HillARI,RB,2,1,-2,-2.0,-2,0,0,-1.0,0,0,0,2017
6943,301,Sam BradfordMIN,QB,2,2,-3,-1.5,-1,0,0,-1.5,0,0,0,2017
6944,301,Torrey SmithPHI,WR,16,1,-3,-3.0,-3,0,0,-0.2,0,0,0,2017
6945,301,Ryan MallettBAL,QB,2,4,-3,-0.8,0,0,0,-1.5,1,0,0,2017
6946,301,Rishard MatthewsTEN,WR,14,1,-3,-3.0,-3,0,0,-0.2,0,0,0,2017
6947,301,Teddy BridgewaterMIN,QB,1,3,-3,-1.0,-1,0,0,-3.0,0,0,0,2017
6948,306,Dez BryantDAL,WR,16,1,-4,-4.0,-4,0,0,-0.3,0,0,0,2017
6949,307,Kellen ClemensLAC,QB,8,5,-5,-1.0,-1,0,0,-0.6,0,0,0,2017
6950,307,Chad HenneJAX,QB,2,5,-5,-1.0,-1,0,0,-2.5,0,0,0,2017
6951,307,Deonte ThompsonBUF/CHI,WR,16,2,-5,-2.5,0,0,0,-0.3,0,0,0,2017
6952,310,Jarvis LandryMIA,WR,16,1,-7,-7.0,-7,0,0,-0.4,0,0,0,2017
6953,311,Doug BaldwinSEA,WR,16,2,-8,-4.0,-3,0,0,-0.5,0,0,0,2017
6954,311,Josh HillNO,TE,16,1,-8,-8.0,-8,0,0,-0.5,0,0,0,2017
6955,313,Chris MooreBAL,WR,13,2,-9,-4.5,-4,0,0,-0.7,0,0,0,2017
6956,314,Landry JonesPIT,QB,3,8,-10,-1.3,0,0,0,-3.3,0,0,0,2017
6957,315,Marquette KingOAK,P,16,2,-14,-7.0,-3,0,0,-0.9,0,0,0,2017
6958,315,Josh DoctsonWSH,WR,16,1,-14,-14.0,-14,0,0,-0.9,0,0,0,2017
6959,1,Ezekiel ElliottDAL,RB,15,304,1434,4.7,41,11,6,95.6,6,1,73,2018
6960,2,Saquon BarkleyNYG,RB,16,261,1307,5.0,78,16,11,81.7,0,0,50,2018
6961,3,Todd Gurley IILAR,RB,14,256,1251,4.9,36,11,17,89.4,0,0,70,2018
6962,4,Joe MixonCIN,RB,14,237,1168,4.9,51,11,8,83.4,0,0,60,2018
6963,5,Chris CarsonSEA,RB,14,247,1151,4.7,61,8,9,82.2,3,2,61,2018
6964,6,Christian McCaffreyCAR,RB,16,219,1098,5.0,59,6,7,68.6,2,1,53,2018
6965,7,Derrick HenryTEN,RB,16,215,1059,4.9,99,4,12,66.2,0,0,51,2018
6966,8,Adrian PetersonWSH,RB,16,251,1042,4.2,90,5,7,65.1,2,1,47,2018
6967,9,Phillip LindsayDEN,RB,15,192,1037,5.4,65,8,9,69.1,0,0,49,2018
6968,10,Nick ChubbCLE,RB,16,192,996,5.2,92,11,8,62.3,0,0,47,2018
6969,11,Lamar MillerHOU,RB,14,210,973,4.6,97,6,5,69.5,0,0,36,2018
6970,11,James ConnerPIT,RB,13,215,973,4.5,30,9,12,74.8,3,1,56,2018
6971,13,David JohnsonARI,RB,16,258,940,3.6,53,2,7,58.8,2,2,51,2018
6972,14,Jordan HowardCHI,RB,16,250,935,3.7,42,5,9,58.4,2,1,53,2018
6973,15,Sony MichelNE,RB,13,209,931,4.5,34,4,6,71.6,1,1,54,2018
6974,16,Marlon MackIND,RB,12,195,908,4.7,49,7,9,75.7,1,1,50,2018
6975,17,Melvin Gordon IIILAC,RB,12,175,885,5.1,34,9,10,73.8,0,0,47,2018
6976,18,Alvin KamaraNO,RB,15,194,883,4.6,49,1,14,58.9,0,0,57,2018
6977,19,Peyton BarberTB,RB,16,234,871,3.7,28,4,5,54.4,1,1,41,2018
6978,20,Kareem HuntKC,RB,11,181,824,4.6,45,7,7,74.9,0,0,46,2018
6979,21,Matt BreidaSF,RB,14,153,814,5.3,66,10,3,58.1,1,1,36,2018
6980,22,Tevin ColemanATL,RB,16,167,800,4.8,65,8,4,50.0,1,0,36,2018
6981,23,Aaron JonesGB,RB,12,133,728,5.5,67,4,8,60.7,1,1,41,2018
6982,24,Doug MartinOAK,RB,16,172,723,4.2,29,2,4,45.2,3,3,37,2018
6983,25,Frank GoreMIA,RB,14,156,722,4.6,39,5,0,51.6,1,0,25,2018
6984,26,Gus EdwardsBAL,RB,11,137,718,5.2,43,4,2,65.3,0,0,37,2018
6985,27,Lamar JacksonBAL,QB,16,147,695,4.7,39,8,5,43.4,10,2,45,2018
6986,28,Isaiah CrowellNYJ,RB,13,143,685,4.8,77,6,6,52.7,0,0,26,2018
6987,29,Mark Ingram IINO,RB,12,138,645,4.7,38,3,6,53.8,2,1,34,2018
6988,30,Kerryon JohnsonDET,RB,10,118,641,5.4,71,6,3,64.1,1,1,32,2018
6989,31,Josh AllenBUF,QB,12,89,631,7.1,45,8,8,52.6,5,1,41,2018
6990,32,Dalvin CookMIN,RB,11,133,615,4.6,70,4,2,55.9,2,2,22,2018
6991,33,Latavius MurrayMIN,RB,16,140,578,4.1,38,6,6,36.1,0,0,23,2018
6992,34,Carlos HydeCLE/JAX,RB,14,172,571,3.3,22,1,5,40.8,2,1,27,2018
6993,35,Austin EkelerLAC,RB,14,106,554,5.2,41,4,3,39.6,0,0,25,2018
6994,36,Deshaun WatsonHOU,QB,16,99,551,5.6,34,2,5,34.4,3,1,33,2018
6995,37,Kenyan DrakeMIA,RB,16,120,535,4.5,54,4,4,33.4,2,1,23,2018
6996,38,Royce FreemanDEN,RB,14,130,521,4.0,24,2,5,37.2,1,1,30,2018
6997,39,Dion LewisTEN,RB,16,155,517,3.3,36,2,1,32.3,1,1,22,2018
6998,40,LeSean McCoyBUF,RB,14,161,514,3.2,28,3,3,36.7,0,0,22,2018
6999,40,Mike DavisSEA,RB,15,112,514,4.6,37,2,4,34.3,0,0,25,2018
7000,42,Josh AdamsPHI,RB,14,120,511,4.3,29,4,3,36.5,1,1,23,2018
7001,43,Alfred BlueHOU,RB,16,150,499,3.3,17,0,2,31.2,0,0,25,2018
7002,44,Cam NewtonCAR,QB,14,101,488,4.8,29,2,4,34.9,2,0,36,2018
7003,45,Jamaal WilliamsGB,RB,16,121,464,3.8,20,1,3,29.0,0,0,25,2018
7004,46,Tarik CohenCHI,RB,16,99,444,4.5,32,7,3,27.8,2,2,20,2018
7005,47,Leonard FournetteJAX,RB,8,133,439,3.3,25,2,5,54.9,0,0,23,2018
7006,48,Alfred MorrisSF,RB,12,111,428,3.9,51,3,2,35.7,2,1,24,2018
7007,49,James WhiteNE,RB,16,94,425,4.5,27,5,5,26.6,0,0,22,2018
7008,50,Mitch TrubiskyCHI,QB,14,68,421,6.2,39,4,3,30.1,1,1,29,2018
7009,51,Rashaad PennySEA,RB,14,85,419,4.9,38,4,2,29.9,0,0,18,2018
7010,52,LeGarrette BlountDET,RB,16,154,418,2.7,27,2,5,26.1,1,0,25,2018
7011,53,T.J. YeldonJAX,RB,14,104,414,4.0,20,1,1,29.6,1,1,16,2018
7012,54,Alex CollinsBAL,RB,10,114,411,3.6,19,0,7,41.1,3,3,22,2018
7013,55,C.J. AndersonLAR/CAR,RB,11,67,403,6.0,46,3,2,36.6,0,0,21,2018
7014,56,Chris IvoryBUF,RB,13,115,385,3.3,21,2,1,29.6,1,0,25,2018
7015,57,Marshawn LynchOAK,RB,6,90,376,4.2,52,1,3,62.7,0,0,20,2018
7016,57,Russell WilsonSEA,QB,16,67,376,5.6,40,3,0,23.5,3,0,23,2018
7017,59,Blake BortlesJAX,QB,13,58,365,6.3,41,3,1,28.1,3,2,28,2018
7018,60,Wendell SmallwoodPHI,RB,16,87,364,4.2,15,0,3,22.8,1,0,22,2018
7019,61,Marcus MariotaTEN,QB,14,64,357,5.6,27,3,2,25.5,3,1,26,2018
7020,62,Bilal PowellNYJ,RB,7,80,343,4.3,38,2,0,49.0,2,1,16,2018
7021,63,Jordan WilkinsIND,RB,16,60,336,5.6,53,1,1,21.0,0,0,15,2018
7022,64,Kenneth DixonBAL,RB,6,60,333,5.6,37,2,2,55.5,2,1,20,2018
7023,65,Ito SmithATL,RB,14,90,315,3.5,18,0,4,22.5,1,0,18,2018
7024,66,Nyheim HinesIND,RB,16,85,314,3.7,18,0,2,19.6,1,0,17,2018
7025,67,Dak PrescottDAL,QB,16,75,305,4.1,28,1,6,19.1,4,1,25,2018
7026,68,Jameis WinstonTB,QB,11,49,281,5.7,18,0,1,25.5,4,1,18,2018
7027,69,Elijah McGuireNYJ,RB,8,92,276,3.0,34,1,3,34.5,2,2,15,2018
7028,70,Patrick MahomesKC,QB,16,60,272,4.5,28,3,2,17.0,2,0,18,2018
7029,71,Aaron RodgersGB,QB,16,43,269,6.3,23,3,2,16.8,2,0,20,2018
7030,72,Jeff Wilson Jr.SF,RB,6,66,266,4.0,18,0,0,44.3,3,2,13,2018
7031,73,Zach ZennerDET,RB,8,55,265,4.8,29,1,3,33.1,0,0,14,2018
7032,74,Raheem MostertSF,RB,9,34,261,7.7,52,2,1,29.0,1,1,13,2018
7033,75,Jalen RichardOAK,RB,16,55,259,4.7,30,3,1,16.2,2,2,11,2018
7034,75,Corey ClementPHI,RB,11,68,259,3.8,32,2,2,23.5,2,0,15,2018
7035,77,Damien WilliamsKC,RB,16,50,256,5.1,25,3,4,16.0,1,1,15,2018
7036,77,Jaylen SamuelsPIT,RB,14,56,256,4.6,25,1,0,18.3,0,0,13,2018
7037,79,Marcus MurphyBUF,RB,11,52,250,4.8,30,1,0,22.7,0,0,7,2018
7038,80,Spencer WareKC,RB,13,51,246,4.8,34,2,2,18.9,0,0,14,2018
7039,81,Cordarrelle PattersonNE,RB,15,42,228,5.4,27,2,1,15.2,0,0,15,2018
7040,82,Malcolm BrownLAR,RB,12,43,212,4.9,19,0,0,17.7,0,0,10,2018
7041,83,Giovani BernardCIN,RB,12,56,211,3.8,23,2,3,17.6,0,0,14,2018
7042,84,Chase EdmondsARI,RB,16,60,208,3.5,29,2,2,13.0,1,0,14,2018
7043,85,Justin JacksonLAC,RB,13,50,206,4.1,20,1,2,15.8,0,0,14,2018
7044,86,Duke JohnsonCLE,RB,16,40,201,5.0,23,1,0,12.6,0,0,9,2018
7045,87,Taysom HillNO,TE,16,37,196,5.3,35,1,2,12.3,1,1,15,2018
7046,88,Kalen BallageMIA,RB,12,36,191,5.3,75,1,1,15.9,1,1,10,2018
7047,89,Ty MontgomeryBAL/GB,WR,13,41,188,4.6,16,0,1,14.5,1,0,10,2018
7048,90,Rex BurkheadNE,RB,8,57,186,3.3,12,0,0,23.3,1,0,11,2018
7049,91,Jay AjayiPHI,RB,4,45,184,4.1,20,1,3,46.0,1,1,11,2018
7050,92,Devontae BookerDEN,RB,16,34,183,5.4,26,1,1,11.4,0,0,11,2018
7051,93,Chris ThompsonWSH,RB,10,43,178,4.1,16,0,0,17.8,1,0,9,2018
