,RK,Name,POS,GP,ATT,YDS,AVG,LNG,BIG,TD,YDS/G,FUM,LST,FD,Year*
4214,104,Matthew StaffordDET,QB,10,20,108,5.4,21,1,2,10.8,0,0,6,2009
4215,106,Trent EdwardsBUF,QB,8,14,106,7.6,20,2,0,13.3,0,0,6,2009
4216,106,Mark SanchezNYJ,QB,15,36,106,2.9,14,0,3,7.1,2,0,15,2009
4217,108,Tony RomoDAL,QB,16,35,105,3.0,17,0,1,6.6,2,1,5,2009
4218,109,Chad SimpsonIND,RB,14,15,102,6.8,31,2,2,7.3,0,0,5,2009
4219,110,Brady QuinnCLE,QB,10,20,98,4.9,24,1,1,9.8,1,1,10,2009
4220,111,Mike VickPHI,QB,12,24,95,4.0,34,1,2,7.9,0,0,7,2009
4221,112,Carson PalmerCIN,QB,16,39,93,2.4,15,0,3,5.8,3,0,12,2009
4222,113,Daunte CulpepperDET,QB,8,18,91,5.1,32,1,0,11.4,2,0,5,2009
4223,114,Lex HilliardMIA,FB,16,23,89,3.9,18,0,1,5.6,0,0,5,2009
4224,115,LaMont JordanDEN,RB,9,25,86,3.4,13,0,0,9.6,0,0,4,2009
4225,115,Mike ThomasJAX,WR,14,12,86,7.2,22,1,0,6.1,0,0,5,2009
4226,117,Brian LeonardCIN,RB,14,27,84,3.1,11,0,0,6.0,0,0,6,2009
4227,118,Ben RoethlisbergerPIT,QB,15,40,82,2.0,15,0,2,5.5,3,1,16,2009
4228,118,Robert MeachemNO,WR,16,6,82,13.7,41,1,0,5.1,0,0,4,2009
4229,120,Pat WhiteMIA,QB,13,21,81,3.9,33,1,0,6.2,1,0,4,2009
4230,121,Kyle BollerSTL,QB,7,13,76,5.8,16,0,0,10.9,1,1,5,2009
4231,122,Jacob HesterSD,RB,15,21,74,3.5,15,0,0,4.9,1,1,6,2009
4232,123,Calvin JohnsonDET,WR,14,7,73,10.4,19,0,0,5.2,0,0,5,2009
4233,123,D.J. WareNYG,RB,8,13,73,5.6,14,0,1,9.1,1,1,5,2009
4234,125,Kyle OrtonDEN,QB,16,24,71,3.0,13,0,0,4.4,1,0,5,2009
4235,126,Shaun HillSF,QB,6,8,70,8.8,22,1,0,11.7,0,0,4,2009
4236,126,Mike HartIND,RB,9,26,70,2.7,15,0,1,7.8,0,0,4,2009
4237,128,Tyrell SuttonCAR,RB,7,12,68,5.7,20,1,0,9.7,0,0,3,2009
4238,129,Earnest GrahamTB,RB,13,14,66,4.7,17,0,0,5.1,0,0,5,2009
4239,130,Michael BennettSD,RB,6,23,65,2.8,14,0,0,10.8,0,0,2,2009
4240,130,Eli ManningNYG,QB,16,17,65,3.8,14,0,0,4.1,4,2,4,2009
4241,132,Danny WoodheadNYJ,RB,10,15,64,4.3,16,0,0,6.4,0,0,2,2009
4242,133,Josh MorganSF,WR,16,5,61,12.2,20,1,0,3.8,0,0,3,2009
4243,134,Jake DelhommeCAR,QB,11,17,60,3.5,11,0,0,5.5,2,0,5,2009
4244,135,Matt SchaubHOU,QB,16,48,57,1.2,19,0,0,3.6,2,1,7,2009
4245,136,Joe FlaccoBAL,QB,16,35,56,1.6,10,0,0,3.5,2,0,8,2009
4246,137,Tim CastilleKC,RB,7,14,55,3.9,16,0,0,7.9,1,1,3,2009
4247,138,Terrell OwensBUF,WR,16,6,54,9.0,29,1,1,3.4,0,0,2,2009
4248,138,Peyton HillisDEN,RB,14,13,54,4.2,13,0,1,3.9,0,0,4,2009
4249,140,Eric WeemsATL,WR,16,8,53,6.6,31,1,0,3.3,0,0,2,2009
4250,140,Albert YoungMIN,RB,7,12,53,4.4,10,0,0,7.6,0,0,3,2009
4251,142,Brad HooverCAR,FB,11,20,52,2.6,18,0,1,4.7,1,0,6,2009
4252,143,Adrian PetersonCHI,RB,14,7,51,7.3,15,0,0,3.6,0,0,3,2009
4253,143,Alex SmithSF,QB,11,24,51,2.1,11,0,0,4.6,0,0,6,2009
4254,145,Philip RiversSD,QB,16,26,50,1.9,15,0,1,3.1,0,0,5,2009
4255,145,Chris OgbonnayaSTL,RB,2,11,50,4.5,18,0,0,25.0,0,0,2,2009
4256,147,Matt RyanATL,QB,14,30,49,1.6,7,0,1,3.5,0,0,9,2009
4257,147,Mike GoodsonCAR,RB,8,22,49,2.2,11,0,0,6.1,1,1,1,2009
4258,149,Tony RichardsonNYJ,FB,16,7,48,6.9,19,0,0,3.0,0,0,3,2009
4259,149,Ted Ginn Jr.MIA,WR,16,7,48,6.9,22,1,0,3.0,0,0,2,2009
4260,149,Javon RingerTEN,RB,7,8,48,6.0,32,1,0,6.9,0,0,2,2009
4261,149,Mike WallacePIT,WR,16,5,48,9.6,21,1,0,3.0,0,0,2,2009
4262,153,Jerome FeltonDET,FB,13,15,46,3.1,10,0,0,3.5,0,0,7,2009
4263,154,Dantrell SavageKC,RB,5,10,45,4.5,11,0,0,9.0,0,0,1,2009
4264,155,Tom BradyNE,QB,16,29,44,1.5,9,0,1,2.8,0,0,8,2009
4265,155,JaMarcus RussellOAK,QB,12,18,44,2.4,15,0,0,3.7,0,0,9,2009
4266,155,Steve BreastonARI,WR,15,2,44,22.0,25,1,0,2.9,0,0,2,2009
4267,155,Eldra BuckleyPHI,RB,16,15,44,2.9,9,0,1,2.8,0,0,4,2009
4268,159,Gartrell JohnsonNYG,RB,10,13,43,3.3,11,0,0,4.3,0,0,2,2009
4269,160,Steve WeatherfordNYJ,P,16,2,42,21.0,26,1,0,2.6,0,0,2,2009
4270,160,Quinten LawrenceKC,DB,6,2,42,21.0,26,1,0,7.0,0,0,2,2009
4271,162,Moran NorrisSF,RB,16,14,41,2.9,15,0,1,2.6,0,0,6,2009
4272,162,Charlie FryeOAK,QB,3,4,41,10.3,26,1,0,13.7,0,0,2,2009
4273,164,Brandon MarshallDEN,WR,15,7,39,5.6,14,0,0,2.6,0,0,1,2009
4274,165,Wes WelkerNE,WR,14,5,36,7.2,11,0,0,2.6,0,0,3,2009
4275,165,Patrick CobbsMIA,RB,5,6,36,6.0,19,0,0,7.2,0,0,3,2009
4276,165,Louis RankinOAK/SEA,RB,7,8,36,4.5,12,0,0,5.1,1,1,3,2009
4277,168,Corey McIntyreBUF,FB,15,5,34,6.8,25,1,0,2.3,0,0,1,2009
4278,168,Delanie WalkerSF,TE,16,3,34,11.3,16,0,0,2.1,0,0,2,2009
4279,170,Drew BreesNO,QB,15,22,33,1.5,10,0,2,2.2,1,0,8,2009
4280,170,Drew StantonDET,QB,3,9,33,3.7,11,0,1,11.0,0,0,2,2009
4281,170,Kolby SmithKC,RB,4,15,33,2.2,12,0,0,8.3,0,0,1,2009
4282,173,Chad JohnsonCIN,WR,16,3,32,10.7,26,1,0,2.0,0,0,1,2009
4283,173,Chad HenneMIA,QB,14,16,32,2.0,12,0,1,2.3,2,0,3,2009
4284,175,Troy SmithBAL,QB,4,8,31,3.9,15,0,1,7.8,0,0,2,2009
4285,175,Louis MurphyOAK,WR,16,6,31,5.2,13,0,0,1.9,0,0,2,2009
4286,177,Donnie AverySTL,WR,16,4,30,7.5,15,0,0,1.9,0,0,1,2009
4287,178,Brian HartlineMIA,WR,16,4,29,7.3,16,0,1,1.8,0,0,2,2009
4288,179,Patrick CraytonDAL,WR,16,4,28,7.0,20,1,0,1.8,1,0,2,2009
4289,179,Mark ClaytonBAL,WR,14,4,28,7.0,12,0,0,2.0,0,0,1,2009
4290,181,David CarrNYG,QB,6,9,27,3.0,12,0,1,4.5,1,0,2,2009
4291,181,Dennis DixonPIT,QB,1,3,27,9.0,24,1,1,27.0,0,0,3,2009
4292,183,Kevin WalterHOU,WR,14,4,26,6.5,13,0,0,1.9,0,0,2,2009
4293,183,Samkon GadoSTL,RB,15,14,26,1.9,11,0,0,1.7,0,0,4,2009
4294,185,Brian HoyerNE,QB,5,10,25,2.5,20,1,1,5.0,0,0,3,2009
4295,186,Greg JonesJAX,RB,13,4,23,5.8,11,0,0,1.8,0,0,1,2009
4296,187,Marc BulgerSTL,QB,9,8,22,2.8,7,0,0,2.4,2,0,1,2009
4297,187,Steve Smith Sr.CAR,WR,15,5,22,4.4,17,0,0,1.5,0,0,2,2009
4298,187,Jacoby JonesHOU,WR,14,3,22,7.3,17,0,0,1.6,0,0,1,2009
4299,187,Andre Jerome CaldwellCIN,WR,16,3,22,7.3,15,0,0,1.4,1,0,2,2009
4300,187,Xavier OmonBUF,RB,5,5,22,4.4,7,0,0,4.4,0,0,0,2009
4301,192,Chris CrockerCIN,DB,13,1,21,21.0,21,1,0,1.6,0,0,1,2009
4302,192,Johnnie Lee HigginsOAK,WR,15,2,21,10.5,19,0,0,1.4,0,0,1,2009
4303,192,Jackie BattleKC,RB,5,7,21,3.0,12,0,0,4.2,0,0,3,2009
4304,195,Mark BradleyKC,WR,13,2,20,10.0,22,1,0,1.5,0,0,1,2009
4305,196,DeShawn WynnGB,RB,4,6,19,3.2,6,0,0,4.8,0,0,0,2009
4306,196,Darrius Heyward-BeyOAK,WR,11,2,19,9.5,20,1,0,1.7,0,0,1,2009
4307,198,John KuhnGB,FB,14,8,18,2.3,5,0,1,1.3,0,0,2,2009
4308,199,Jason WrightARI,RB,16,3,17,5.7,8,0,0,1.1,0,0,1,2009
4309,199,Jalen ParmeleBAL,RB,7,5,17,3.4,7,0,0,2.4,0,0,0,2009
4310,201,Heath EvansNO,FB,6,5,16,3.2,6,0,1,2.7,0,0,1,2009
4311,201,Kevin BossNYG,TE,15,1,16,16.0,16,0,0,1.1,0,0,1,2009
4312,203,Kerry CollinsTEN,QB,7,11,15,1.4,10,0,1,2.1,2,1,2,2009
4313,203,Aaron SteckerATL,RB,9,5,15,3.0,6,0,0,1.7,0,0,0,2009
4314,203,Carey DavisPIT,FB,6,2,15,7.5,14,0,0,2.5,0,0,1,2009
4315,203,Nate WashingtonTEN,WR,16,2,15,7.5,14,0,0,0.9,0,0,1,2009
4316,203,James DavisCLE,RB,2,9,15,1.7,5,0,0,7.5,0,0,0,2009
4317,203,LaRod Stephens-HowlingARI,RB,16,6,15,2.5,5,0,0,0.9,0,0,0,2009
4318,209,Donald DriverGB,WR,16,1,13,13.0,13,0,0,0.8,0,0,1,2009
4319,209,Devery HendersonNO,WR,16,4,13,3.3,13,0,0,0.8,0,0,1,2009
4320,211,J.T. O'SullivanCIN,QB,3,3,12,4.0,6,0,0,4.0,0,0,2,2009
4321,211,Anquan BoldinARI,WR,15,3,12,4.0,5,0,1,0.8,0,0,1,2009
4322,213,Dallas ClarkIND,TE,16,2,11,5.5,7,0,0,0.7,0,0,1,2009
4323,213,Bobby WadeKC,WR,12,3,11,3.7,8,0,0,0.9,0,0,0,2009
4324,213,Vincent JacksonSD,WR,15,3,11,3.7,12,0,0,0.7,0,0,1,2009
4325,213,Davone BessMIA,WR,16,2,11,5.5,11,0,0,0.7,1,1,1,2009
4326,213,Brandon TateNE,WR,2,1,11,11.0,11,0,0,5.5,0,0,1,2009
4327,218,Kurt WarnerARI,QB,15,21,10,0.5,10,0,0,0.7,1,1,1,2009
4328,218,Laveranues ColesCIN,WR,16,2,10,5.0,8,0,0,0.6,0,0,1,2009
4329,218,Andre JohnsonHOU,WR,16,2,10,5.0,7,0,0,0.6,0,0,1,2009
4330,218,Ovie MughelliATL,FB,14,4,10,2.5,4,0,0,0.7,0,0,2,2009
4331,218,Pierre GarconIND,WR,14,2,10,5.0,17,0,0,0.7,0,0,1,2009
4332,223,Rex GrossmanHOU,QB,1,3,9,3.0,8,0,0,9.0,1,0,1,2009
4333,223,Antrel RolleARI,S,15,1,9,9.0,9,0,0,0.6,0,0,0,2009
4334,225,Hunter SmithWSH,P,13,1,8,8.0,8,0,1,0.6,0,0,1,2009
4335,225,Santana MossWSH,WR,16,2,8,4.0,6,0,0,0.5,0,0,0,2009
4336,225,Jeremi JohnsonCIN,FB,16,4,8,2.0,4,0,0,0.5,1,1,1,2009
4337,225,Mike KarneySTL,FB,14,2,8,4.0,8,0,0,0.6,0,0,0,2009
4338,225,Derek AndersonCLE,QB,8,10,8,0.8,3,0,2,1.0,2,1,6,2009
4339,225,Hakeem NicksNYG,WR,14,2,8,4.0,9,0,0,0.6,0,0,0,2009
4340,231,Brett FavreMIN,QB,16,9,7,0.8,4,0,0,0.4,0,0,1,2009
4341,231,Marty BookerATL,WR,16,1,7,7.0,7,0,0,0.4,0,0,0,2009
4342,231,Chad PenningtonMIA,QB,3,3,7,2.3,4,0,0,2.3,1,1,2,2009
4343,231,Kellen WinslowTB,TE,16,1,7,7.0,7,0,0,0.4,0,0,0,2009
4344,231,Jerricho CotcheryNYJ,WR,14,2,7,3.5,6,0,1,0.5,0,0,1,2009
4345,231,Jeff DuganMIN,TE,16,3,7,2.3,5,0,0,0.4,0,0,1,2009
4346,231,Legedu NaaneeSD,WR,15,3,7,2.3,10,0,0,0.5,0,0,1,2009
4347,231,Dustin KellerNYJ,TE,16,1,7,7.0,7,0,0,0.4,0,0,0,2009
4348,231,Clifton SmithTB,RB,11,4,7,1.8,4,0,0,0.6,2,1,0,2009
4349,240,Byron LeftwichTB,QB,3,6,6,1.0,4,0,0,2.0,2,0,1,2009
4350,240,Justin GriffithSEA,FB,13,4,6,1.5,3,0,0,0.5,0,0,2,2009
4351,240,Kyle EckelNO,FB,7,2,6,3.0,7,0,0,0.9,0,0,1,2009
4352,240,Santonio HolmesPIT,WR,16,3,6,2.0,7,0,0,0.4,0,0,0,2009
4353,240,Marques ColstonNO,WR,16,1,6,6.0,6,0,0,0.4,0,0,0,2009
4354,240,Chansi StuckeyCLE/NYJ,WR,15,2,6,3.0,6,0,0,0.4,0,0,0,2009
4355,240,Matthew SlaterNE,WR,14,1,6,6.0,6,0,0,0.4,0,0,0,2009
4356,240,Javarris WilliamsKC,RB,4,6,6,1.0,5,0,0,1.5,0,0,0,2009
4357,240,Kevin OgletreeDAL,WR,11,1,6,6.0,6,0,0,0.5,0,0,0,2009
4358,240,Keith NullSTL,QB,4,5,6,1.2,3,0,0,1.5,2,1,0,2009
4359,250,Ahmard HallTEN,FB,16,1,5,5.0,5,0,0,0.3,1,1,0,2009
4360,250,Naufahu TahiMIN,FB,15,3,5,1.7,2,0,0,0.3,0,0,1,2009
4361,250,Mike CoxKC,FB,16,3,5,1.7,2,0,1,0.3,0,0,2,2009
4362,250,Kory SheetsMIA,RB,2,1,5,5.0,5,0,0,2.5,0,0,0,2009
4363,250,Julian EdelmanNE,WR,11,2,5,2.5,5,0,0,0.5,1,0,0,2009
4364,255,Chris RedmanATL,QB,6,6,4,0.7,5,0,0,0.7,0,0,1,2009
4365,255,Jon McGrawKC,S,14,1,4,4.0,4,0,0,0.3,0,0,1,2009
4366,255,Nate BurlesonSEA,WR,13,2,4,2.0,2,0,0,0.3,0,0,0,2009
4367,255,Roscoe ParrishBUF,WR,12,2,4,2.0,9,0,0,0.3,0,0,0,2009
4368,255,Craig DavisSD,WR,1,1,4,4.0,4,0,0,4.0,0,0,0,2009
4369,255,Curtis PainterIND,QB,2,3,4,1.3,10,0,0,2.0,1,1,0,2009
4370,255,Derrick WilliamsDET,WR,11,1,4,4.0,4,0,0,0.4,0,0,0,2009
4371,262,Micheal SpurlockSF/TB,WR,4,1,3,3.0,3,0,0,0.8,1,0,0,2009
4372,262,Tyler ThigpenKC/MIA,QB,2,2,3,1.5,2,0,0,1.5,0,0,0,2009
4373,262,Zach MillerJAX,TE,14,1,3,3.0,3,0,0,0.2,0,0,1,2009
4374,265,Derrick MasonBAL,WR,16,1,2,2.0,2,0,0,0.1,0,0,0,2009
4375,265,Todd HeapBAL,TE,16,1,2,2.0,2,0,0,0.1,1,0,0,2009
4376,265,Seneca WallaceSEA,QB,13,16,2,0.1,10,0,1,0.2,3,0,3,2009
4377,265,Brian St. PierreARI,QB,1,1,2,2.0,2,0,0,2.0,1,0,0,2009
4378,265,Roddy WhiteATL,WR,16,1,2,2.0,2,0,0,0.1,0,0,0,2009
4379,265,Michael RobinsonSF,FB,15,3,2,0.7,4,0,0,0.1,0,0,1,2009
4380,271,Kalvin PearsonDET,S,12,1,1,1.0,1,0,0,0.1,1,0,0,2009
4381,271,Kelley WashingtonBAL,WR,15,1,1,1.0,1,0,0,0.1,0,0,0,2009
4382,271,Kellen ClemensNYJ,QB,10,12,1,0.1,6,0,0,0.1,1,0,1,2009
4383,271,Montell OwensJAX,RB,16,2,1,0.5,3,0,0,0.1,0,0,0,2009
4384,271,David ClowneyNYJ,WR,13,3,1,0.3,13,0,0,0.1,0,0,1,2009
4385,271,Eddie RoyalDEN,WR,14,1,1,1.0,1,0,0,0.1,0,0,0,2009
4386,271,Austin CollieIND,WR,16,2,1,0.5,2,0,0,0.1,0,0,0,2009
4387,278,Todd CollinsWSH,QB,3,1,0,0.0,0,0,0,0.0,1,0,0,2009
4388,278,B.J. AskewTB,FB,5,1,0,0.0,0,0,0,0.0,0,0,0,2009
4389,278,Dustin ColquittKC,P,16,1,0,0.0,0,0,0,0.0,0,0,0,2009
4390,278,Reggie HodgesCLE/TEN,P,8,1,0,0.0,0,0,0,0.0,0,0,0,2009
4391,278,Jon RyanSEA,P,16,1,0,0.0,0,0,0,0.0,0,0,0,2009
4392,278,Oren O'NealOAK,FB,4,1,0,0.0,0,0,0,0.0,0,0,0,2009
4393,278,Gary RussellOAK,RB,12,3,0,0.0,2,0,0,0.0,0,0,1,2009
4394,278,Matt LawrenceBAL,RB,8,4,0,0.0,4,0,0,0.0,0,0,0,2009
4395,278,Kevin HuberCIN,P,16,1,0,0.0,0,0,0,0.0,1,0,0,2009
4396,278,Chris PressleyTB,FB,7,1,0,0.0,0,0,0,0.0,0,0,0,2009
4397,288,Devin HesterCHI,WR,13,6,-1,-0.2,7,0,0,-0.1,1,0,0,2009
4398,288,Kevin KolbPHI,QB,5,5,-1,-0.2,5,0,1,-0.2,1,0,1,2009
4399,288,Lance LongARI/KC,WR,8,1,-1,-1.0,0,0,0,-0.1,0,0,0,2009
4400,291,Jeff GarciaPHI,QB,1,3,-2,-0.7,0,0,0,-2.0,1,1,0,2009
4401,291,Miles AustinDAL,WR,16,2,-2,-1.0,11,0,0,-0.1,0,0,1,2009
4402,291,Yamon FigursTB/DET,WR,3,1,-2,-2.0,-2,0,0,-0.7,0,0,0,2009
4403,291,Devin ThomasWSH,WR,14,3,-2,-0.7,2,0,0,-0.1,0,0,0,2009
4404,291,Danny AmendolaSTL,WR,14,3,-2,-0.7,8,0,0,-0.1,0,0,0,2009
4405,291,Quan CosbyCIN,WR,16,1,-2,-2.0,-2,0,0,-0.1,0,0,0,2009
4406,297,Justin JenkinsBUF,WR,12,1,-3,-3.0,-3,0,0,-0.3,0,0,0,2009
4407,297,Reggie BrownPHI,WR,14,1,-3,-3.0,-3,0,0,-0.2,0,0,0,2009
4408,297,Matt MooreCAR,QB,7,12,-3,-0.3,5,0,0,-0.4,1,0,1,2009
4409,297,Brian BrohmBUF,QB,2,3,-3,-1.0,-1,0,0,-1.5,0,0,0,2009
4410,297,Mohamed MassaquoiCLE,WR,16,1,-3,-3.0,-3,0,0,-0.2,0,0,0,2009
4411,302,Chris SimmsDEN,QB,3,3,-4,-1.3,-1,0,0,-1.3,0,0,0,2009
4412,303,Matt FlynnGB,QB,15,5,-5,-1.0,-1,0,0,-0.3,0,0,0,2009
4413,304,Matt LeinartARI,QB,8,9,-6,-0.7,1,0,0,-0.8,1,0,0,2009
4414,305,Jeremy MaclinPHI,WR,15,2,-7,-3.5,-1,0,0,-0.5,0,0,0,2009
4415,306,Jeff FeaglesNYG,P,16,1,-8,-8.0,-8,0,0,-0.5,1,1,0,2009
4416,306,Isaac BruceSF,WR,10,1,-8,-8.0,-8,0,0,-0.8,0,0,0,2009
4417,306,Deion BranchSEA,WR,14,1,-8,-8.0,-8,0,0,-0.6,0,0,0,2009
4418,309,Billy VolekSD,QB,4,9,-9,-1.0,-1,0,0,-2.3,0,0,0,2009
4419,310,Tarvaris JacksonMIN,QB,8,17,-10,-0.6,6,0,0,-1.3,0,0,0,2009
4420,311,Mark BrunellNO,QB,16,4,-12,-3.0,-1,0,0,-0.8,0,0,0,2009
4421,312,Peyton ManningIND,QB,16,19,-13,-0.7,3,0,0,-0.8,1,0,0,2009
4422,1,Arian FosterHOU,RB,16,327,1616,4.9,74,12,16,101.0,3,2,89,2010
4423,2,Jamaal CharlesKC,RB,16,230,1467,6.4,80,10,5,91.7,2,1,70,2010
4424,3,Michael TurnerATL,RB,16,334,1371,4.1,55,9,12,85.7,2,2,71,2010
4425,4,Chris JohnsonTEN,RB,16,316,1364,4.3,76,13,11,85.3,2,2,55,2010
4426,5,Maurice Jones-DrewJAX,RB,14,299,1324,4.4,37,8,5,94.6,2,2,75,2010
4427,6,Adrian PetersonMIN,RB,15,283,1298,4.6,80,9,12,86.5,1,1,70,2010
4428,7,Rashard MendenhallPIT,RB,16,324,1273,3.9,50,11,13,79.6,2,2,61,2010
4429,8,Steven JacksonSTL,RB,16,330,1241,3.8,42,7,6,77.6,1,1,60,2010
4430,9,Ahmad BradshawNYG,RB,16,276,1235,4.5,48,13,8,77.2,7,6,61,2010
4431,10,Ray RiceBAL,RB,16,307,1220,4.0,50,4,5,76.3,0,0,51,2010
4432,11,Peyton HillisCLE,RB,16,270,1177,4.4,48,5,11,73.6,8,5,57,2010
4433,12,Darren McFaddenOAK,RB,13,223,1157,5.2,57,14,7,89.0,3,2,45,2010
4434,13,Cedric BensonCIN,RB,16,321,1111,3.5,26,2,7,69.4,7,5,59,2010
4435,14,LeSean McCoyPHI,RB,15,207,1080,5.2,62,7,7,72.0,1,1,48,2010
4436,15,Matt ForteCHI,RB,16,237,1069,4.5,68,9,6,66.8,0,0,42,2010
4437,16,BenJarvus Green-EllisNE,RB,16,229,1008,4.4,33,4,13,63.0,0,0,62,2010
4438,17,LeGarrette BlountTB,RB,13,201,1007,5.0,53,10,6,77.5,3,2,38,2010
4439,18,Fred JacksonBUF,RB,16,222,927,4.2,39,6,5,57.9,4,1,42,2010
4440,19,LaDainian TomlinsonNYJ,RB,15,219,914,4.2,31,5,6,60.9,2,0,42,2010
4441,20,Thomas JonesKC,RB,16,245,896,3.7,70,3,6,56.0,3,1,39,2010
4442,21,Frank GoreSF,RB,11,203,853,4.2,64,6,3,77.5,3,2,42,2010
4443,22,Brandon JacobsNYG,RB,16,147,823,5.6,73,10,9,51.4,2,2,39,2010
4444,23,Felix JonesDAL,RB,16,185,800,4.3,34,3,1,50.0,1,1,44,2010
4445,24,Knowshon MorenoDEN,RB,13,182,779,4.3,35,3,5,59.9,3,2,34,2010
4446,25,Jonathan StewartCAR,RB,14,178,770,4.3,48,5,2,55.0,4,4,32,2010
4447,26,Shonn GreeneNYJ,RB,15,185,766,4.1,23,1,2,51.1,2,2,40,2010
4448,27,Ryan TorainWSH,RB,10,164,742,4.5,54,7,4,74.2,2,1,35,2010
4449,28,Marshawn LynchBUF/SEA,RB,16,202,737,3.6,39,5,6,46.1,2,2,38,2010
4450,29,Tim HightowerARI,RB,16,153,736,4.8,80,8,5,46.0,4,4,30,2010
4451,30,Mike TolbertSD,FB,15,182,735,4.0,36,6,11,49.0,5,3,42,2010
4452,31,Ronnie BrownMIA,RB,16,200,734,3.7,51,1,5,45.9,3,2,40,2010
4453,32,Chris IvoryNO,RB,12,137,716,5.2,55,5,5,59.7,4,2,44,2010
4454,33,Brandon JacksonGB,RB,16,190,703,3.7,71,2,3,43.9,1,0,27,2010
4455,34,Ryan MathewsSD,RB,12,158,678,4.3,31,4,7,56.5,4,2,25,2010
4456,35,Mike VickPHI,QB,12,100,676,6.8,35,8,9,56.3,4,1,38,2010
4457,36,Ricky WilliamsMIA,RB,16,159,673,4.2,45,3,2,42.1,4,2,26,2010
4458,37,Michael BushOAK,RB,14,158,655,4.1,30,5,8,46.8,0,0,32,2010
4459,38,Jahvid BestDET,RB,16,171,555,3.2,45,3,4,34.7,1,1,25,2010
4460,39,Danny WoodheadNE,RB,14,97,547,5.6,36,3,5,39.1,1,1,23,2010
4461,40,Justin ForsettSEA,RB,16,118,523,4.4,32,5,2,32.7,0,0,25,2010
4462,41,Donald BrownIND,RB,13,129,497,3.9,49,4,2,38.2,0,0,26,2010
4463,42,Joseph AddaiIND,RB,8,116,495,4.3,46,1,4,61.9,2,1,31,2010
4464,43,Rashad JenningsJAX,RB,13,84,459,5.5,74,1,4,35.3,0,0,25,2010
4465,44,Mike GoodsonCAR,RB,16,103,452,4.4,45,3,3,28.3,4,2,20,2010
4466,45,Cadillac WilliamsTB,RB,16,125,437,3.5,45,3,2,27.3,1,1,19,2010
4467,46,Beanie WellsARI,RB,13,116,397,3.4,24,1,2,30.5,1,0,18,2010
4468,47,Willis McGaheeBAL,RB,15,100,380,3.8,30,3,5,25.3,2,2,18,2010
4469,48,Marion BarberDAL,RB,13,113,374,3.3,25,3,4,28.8,0,0,29,2010
4470,49,Josh FreemanTB,QB,16,68,364,5.4,33,2,0,22.8,2,2,29,2010
4471,50,DeAngelo WilliamsCAR,RB,6,87,361,4.1,39,4,1,60.2,1,1,12,2010
4472,51,Aaron RodgersGB,QB,15,64,356,5.6,27,1,4,23.7,2,1,22,2010
4473,52,Brian WestbrookSF,RB,14,77,340,4.4,30,1,4,24.3,0,0,17,2010
4474,53,Maurice MorrisDET,RB,14,90,336,3.7,26,1,5,24.0,1,0,19,2010
4475,54,Jerome HarrisonCLE/PHI,RB,12,71,330,4.6,50,4,1,27.5,2,1,12,2010
4476,55,Jason SnellingATL,FB,14,87,324,3.7,30,1,2,23.1,1,0,21,2010
4477,56,Toby GerhartMIN,RB,15,81,322,4.0,21,1,1,21.5,1,1,13,2010
4478,57,Derrick WardHOU,RB,16,50,315,6.3,38,3,4,19.7,0,0,17,2010
4479,58,Brad SmithNYJ,WR,16,38,299,7.9,53,4,1,18.7,1,1,12,2010
4480,58,Bernard ScottCIN,RB,16,61,299,4.9,18,0,1,18.7,0,0,16,2010
4481,60,C.J. SpillerBUF,RB,14,74,283,3.8,20,1,0,20.2,2,1,10,2010
4482,61,John KuhnGB,FB,16,84,281,3.3,18,0,4,17.6,1,0,26,2010
4483,62,David GarrardJAX,QB,14,66,279,4.2,25,3,5,19.9,5,2,28,2010
4484,63,Ryan FitzpatrickBUF,QB,13,40,269,6.7,22,2,0,20.7,4,2,13,2010
4485,63,Pierre ThomasNO,RB,6,83,269,3.2,16,0,2,44.8,0,0,19,2010
4486,65,Chester TaylorCHI,RB,16,112,267,2.4,24,1,3,16.7,0,0,16,2010
4487,65,Darren SprolesSD,RB,16,50,267,5.3,34,3,0,16.7,1,1,10,2010
4488,67,Keiland WilliamsWSH,RB,15,65,261,4.0,32,2,3,17.4,0,0,14,2010
4489,68,Isaac RedmanPIT,RB,16,52,247,4.8,23,1,0,15.4,1,0,21,2010
4490,69,Tashard ChoiceDAL,RB,16,66,243,3.7,26,2,3,15.2,0,0,14,2010
4491,70,Javon RingerTEN,RB,16,51,239,4.7,54,1,2,14.9,0,0,10,2010
4492,71,Boobie DixonSF,RB,16,70,237,3.4,34,1,2,14.8,0,0,11,2010
4493,72,Jay CutlerCHI,QB,15,50,232,4.6,25,1,1,15.5,1,1,15,2010
4494,73,Clinton PortisWSH,RB,5,54,227,4.2,27,1,2,45.4,0,0,12,2010
4495,73,Tim TebowDEN,TE,9,43,227,5.3,40,2,6,25.2,1,0,12,2010
4496,75,Julius JonesSEA/NO,RB,12,60,223,3.7,54,1,0,18.6,1,1,9,2010
4497,76,Jason CampbellOAK,QB,13,47,222,4.7,24,3,1,17.1,2,0,13,2010
4498,77,Joe McKnightNYJ,RB,9,39,189,4.8,18,0,0,21.0,0,0,7,2010
4499,78,Mike HartIND,RB,7,43,185,4.3,35,1,1,26.4,0,0,10,2010
4500,79,Ben RoethlisbergerPIT,QB,12,34,176,5.2,31,2,2,14.7,3,2,15,2010
