,RK,Name,POS,GP,CMP,ATT,CMP%,YDS,AVG,YDS/G,LNG,TD,INT,SACK,SYL,QBR,RTG,Year*
623,62,Cody PickettSF,QB,5,14,35,40.0,140,4.0,28.0,28,0,2,3,16,,28.3,2005
624,63,Matt MauckTEN,QB,2,15,27,55.6,136,5.0,68.0,17,0,1,1,8,,53.9,2005
625,64,Marques TuiasosopoOAK,QB,1,14,26,53.8,124,4.8,124.0,20,1,2,6,40,,47.6,2005
626,65,Philip RiversSD,QB,2,12,22,54.5,115,5.2,57.5,22,0,1,3,16,,50.4,2005
627,66,Jay FiedlerNYJ,QB,2,8,13,61.5,107,8.2,53.5,23,1,0,0,0,,113.3,2005
628,67,Quinn GrayJAX,QB,1,8,14,57.1,100,7.1,100.0,26,2,0,1,7,,119.0,2005
629,68,Jon KitnaCIN,QB,3,17,29,58.6,99,3.4,33.0,16,0,2,2,10,,36.4,2005
630,69,Antwaan Randle ElPIT,WR,16,3,3,100.0,67,22.3,4.2,51,1,0,0,0,,158.3,2005
631,70,Aaron RodgersGB,QB,3,9,16,56.3,65,4.1,21.7,16,0,1,3,28,,39.8,2005
632,71,Chris WeinkeCAR,QB,3,7,13,53.8,64,4.9,21.3,18,1,0,0,0,,93.1,2005
633,72,Dan OrlovskyDET,QB,2,7,17,41.2,63,3.7,31.5,20,0,0,1,3,,51.8,2005
634,73,Jeff BlakeCHI,QB,2,8,9,88.9,55,6.1,27.5,17,1,0,0,0,,129.2,2005
635,74,LaDainian TomlinsonSD,RB,16,3,4,75.0,47,11.8,2.9,26,3,0,0,0,,153.1,2005
636,75,Doug FlutieNE,QB,5,5,10,50.0,29,2.9,5.8,13,0,0,1,13,,56.3,2005
637,76,Arnaz BattleSF,WR,10,2,2,100.0,27,13.5,2.7,24,0,0,0,0,,118.8,2005
638,77,Craig HentrichTEN,P,16,1,2,50.0,26,13.0,1.6,26,0,0,0,0,,95.8,2005
639,78,Brad MaynardCHI,P,16,1,2,50.0,18,9.0,1.1,18,0,0,0,0,,81.3,2005
640,79,Clinton PortisWSH,RB,16,1,2,50.0,17,8.5,1.1,17,1,0,0,0,,118.8,2005
641,79,Kliff KingsburyNYJ,QB,1,1,2,50.0,17,8.5,17.0,17,0,0,0,0,,79.2,2005
642,81,Tony FisherGB,RB,14,1,1,100.0,14,14.0,1.0,14,0,0,0,0,,118.8,2005
643,82,Matt JonesJAX,WR,16,2,3,66.7,12,4.0,0.8,6,0,0,0,0,,74.3,2005
644,83,Bradlee Van PeltDEN,QB,3,2,8,25.0,7,0.9,2.3,5,0,0,0,0,,39.6,2005
645,84,B.J. SanderGB,P,14,1,1,100.0,4,4.0,0.3,4,0,0,0,0,,83.3,2005
646,85,Roscoe ParrishBUF,WR,10,1,1,100.0,3,3.0,0.3,3,0,0,0,0,,79.2,2005
647,86,Chris GardockiPIT,P,16,0,1,0.0,0,0.0,0.0,0,0,0,0,0,,39.6,2005
648,86,Keenan McCardellSD,WR,16,0,0,0.0,0,0.0,0.0,0,0,0,1,4,,0.0,2005
649,86,Rod SmithDEN,WR,16,0,1,0.0,0,0.0,0.0,0,0,0,1,11,,39.6,2005
650,86,Keyshawn JohnsonDAL,WR,16,0,1,0.0,0,0.0,0.0,0,0,0,0,0,,39.6,2005
651,86,Tiki BarberNYG,RB,16,0,1,0.0,0,0.0,0.0,0,0,0,0,0,,39.6,2005
652,86,Marty BookerMIA,WR,15,0,1,0.0,0,0.0,0.0,0,0,0,0,0,,39.6,2005
653,86,Hunter SmithIND,P,16,0,1,0.0,0,0.0,0.0,0,0,0,0,0,,39.6,2005
654,86,Drew BennettTEN,WR,13,0,1,0.0,0,0.0,0.0,0,0,0,0,0,,39.6,2005
655,86,DeShaun FosterCAR,RB,15,0,1,0.0,0,0.0,0.0,0,0,0,0,0,,39.6,2005
656,86,Brian WestbrookPHI,RB,12,0,0,0.0,0,0.0,0.0,0,0,0,1,3,,0.0,2005
657,86,Frisman JacksonCLE,WR,12,0,0,0.0,0,0.0,0.0,0,0,0,1,2,,0.0,2005
658,86,Randy HymesBAL,WR,16,0,2,0.0,0,0.0,0.0,0,0,0,0,0,,39.6,2005
659,86,Anquan BoldinARI,WR,14,0,1,0.0,0,0.0,0.0,0,0,0,0,0,,39.6,2005
660,86,Domanick WilliamsHOU,RB,11,0,1,0.0,0,0.0,0.0,0,0,0,0,0,,39.6,2005
661,86,Adam JonesTEN,CB,15,0,0,0.0,0,0.0,0.0,0,0,0,1,13,,0.0,2005
662,86,Mark ClaytonBAL,WR,14,0,1,0.0,0,0.0,0.0,0,0,0,0,0,,39.6,2005
663,86,Marion BarberDAL,RB,13,0,0,0.0,0,0.0,0.0,0,0,0,1,3,,0.0,2005
664,86,Samkon GadoGB,RB,8,0,1,0.0,0,0.0,0.0,0,0,0,0,0,,39.6,2005
665,1,Drew BreesNO,QB,16,356,554,64.3,4418,8.0,276.1,86,26,11,18,105,66.7,96.2,2006
666,2,Peyton ManningIND,QB,16,362,557,65.0,4397,7.9,274.8,68,31,9,14,86,86.4,101.0,2006
667,3,Marc BulgerSTL,QB,16,370,588,62.9,4301,7.3,268.8,67,24,8,49,366,59.4,92.9,2006
668,4,Jon KitnaDET,QB,16,372,596,62.4,4208,7.1,263.0,60,21,22,63,388,45.3,79.9,2006
669,5,Carson PalmerCIN,QB,16,324,520,62.3,4035,7.8,252.2,74,28,13,36,233,67.1,93.9,2006
670,6,Brett FavreGB,QB,16,343,613,56.0,3885,6.3,242.8,82,18,18,21,134,45.5,72.7,2006
671,7,Tom BradyNE,QB,16,319,516,61.8,3529,6.8,220.6,62,24,12,26,175,68.6,87.9,2006
672,8,Ben RoethlisbergerPIT,QB,15,280,469,59.7,3513,7.5,234.2,67,18,23,46,280,58.0,75.4,2006
673,9,Philip RiversSD,QB,16,284,460,61.7,3388,7.4,211.8,57,22,9,27,144,67.4,92.0,2006
674,10,Chad PenningtonNYJ,QB,16,313,485,64.5,3352,6.9,209.5,71,17,16,30,172,64.2,82.6,2006
675,11,Eli ManningNYG,QB,16,301,522,57.7,3244,6.2,202.8,55,24,18,25,186,48.6,77.0,2006
676,12,Rex GrossmanCHI,QB,16,262,480,54.6,3193,6.7,199.6,62,23,20,21,142,48.9,73.9,2006
677,13,J.P. LosmanBUF,QB,16,268,429,62.5,3051,7.1,190.7,83,19,14,47,332,49.5,84.9,2006
678,14,Steve McNairBAL,QB,16,295,468,63.0,3050,6.5,190.6,87,16,12,14,84,66.0,82.5,2006
679,15,Tony RomoDAL,QB,16,220,337,65.3,2903,8.6,181.4,56,19,13,21,124,63.5,95.1,2006
680,16,Alex SmithSF,QB,16,257,442,58.1,2890,6.5,180.6,75,16,16,35,202,44.4,74.8,2006
681,17,Jake DelhommeCAR,QB,13,263,431,61.0,2805,6.5,215.8,72,17,11,22,167,43.0,82.6,2006
682,18,David CarrHOU,QB,16,302,442,68.3,2767,6.3,172.9,53,11,12,41,240,45.8,82.1,2006
683,19,Brad JohnsonMIN,QB,15,270,439,61.5,2750,6.3,183.3,46,9,15,29,200,39.7,72.0,2006
684,20,Donovan McNabbPHI,QB,10,180,316,57.0,2647,8.4,264.7,87,18,6,21,140,62.1,95.5,2006
685,21,Matt LeinartARI,QB,12,214,377,56.8,2547,6.8,212.3,58,11,12,21,158,60.5,74.0,2006
686,22,Mike VickATL,QB,16,204,388,52.6,2474,6.4,154.6,55,20,13,45,303,58.0,75.7,2006
687,23,Charlie FryeCLE,QB,13,252,393,64.1,2454,6.2,188.8,75,10,17,44,262,42.1,72.0,2006
688,24,Matt HasselbeckSEA,QB,12,210,371,56.6,2442,6.6,203.5,72,18,15,34,229,56.9,76.0,2006
689,25,Joey HarringtonMIA,QB,11,223,388,57.5,2236,5.8,203.3,48,12,15,15,116,51.0,68.2,2006
690,26,Vince YoungTEN,QB,15,184,357,51.5,2199,6.2,146.6,53,12,13,25,129,56.1,66.7,2006
691,27,Jake PlummerDEN,QB,16,175,317,55.2,1994,6.3,124.6,83,11,13,18,111,49.2,68.8,2006
692,28,Damon HuardKC,QB,10,148,244,60.7,1878,7.7,187.8,78,11,1,16,106,54.7,98.0,2006
693,29,Mark BrunellWSH,QB,10,162,260,62.3,1789,6.9,178.9,74,8,4,12,92,42.1,86.5,2006
694,30,David GarrardJAX,QB,11,145,241,60.2,1735,7.2,157.7,49,10,9,20,119,60.1,80.5,2006
695,31,Andrew WalterOAK,QB,12,147,276,53.3,1677,6.1,139.8,51,3,13,46,256,23.0,55.8,2006
696,32,Bruce GradkowskiTB,QB,13,177,328,54.0,1661,5.1,127.8,53,9,9,25,146,32.0,65.9,2006
697,33,Kurt WarnerARI,QB,6,108,168,64.3,1377,8.2,229.5,64,6,5,14,104,45.2,89.3,2006
698,34,Trent GreenKC,QB,8,121,198,61.1,1342,6.8,167.8,39,7,9,24,127,48.7,74.1,2006
699,35,Jeff GarciaPHI,QB,8,116,188,61.7,1309,7.0,163.6,65,10,2,6,40,67.1,95.8,2006
700,36,Jason CampbellWSH,QB,7,110,207,53.1,1297,6.3,185.3,66,10,6,7,55,52.3,76.5,2006
701,37,Drew BledsoeDAL,QB,6,90,169,53.3,1164,6.9,194.0,51,7,8,16,107,46.1,69.2,2006
702,38,Byron LeftwichJAX,QB,6,108,183,59.0,1159,6.3,193.2,51,7,5,9,48,44.7,79.0,2006
703,39,Aaron BrooksOAK,QB,8,110,192,57.3,1105,5.8,138.1,57,3,8,26,174,37.8,61.7,2006
704,40,Jay CutlerDEN,QB,5,81,137,59.1,1001,7.3,200.2,71,9,5,13,85,41.9,88.5,2006
705,41,Daunte CulpepperMIA,QB,4,81,134,60.4,929,6.9,232.3,52,2,3,21,150,18.3,77.0,2006
706,42,Seneca WallaceSEA,QB,8,82,141,58.2,927,6.6,115.9,49,8,7,14,83,51.0,76.2,2006
707,43,Derek AndersonCLE,QB,5,66,117,56.4,793,6.8,158.6,54,5,8,8,66,42.2,63.1,2006
708,44,Tim RattayTB,QB,4,61,101,60.4,748,7.4,187.0,64,4,2,4,18,65.2,88.2,2006
709,45,Chris WeinkeCAR,QB,3,56,96,58.3,625,6.5,208.3,38,2,4,10,55,22.5,67.4,2006
710,46,Chris SimmsTB,QB,3,58,106,54.7,585,5.5,195.0,55,1,7,4,32,34.1,46.3,2006
711,47,Kerry CollinsTEN,QB,4,42,90,46.7,549,6.1,137.3,36,1,6,4,23,29.4,42.3,2006
712,48,Charlie BatchPIT,QB,8,31,53,58.5,492,9.3,61.5,87,5,0,3,13,84.5,121.0,2006
713,49,Kyle BollerBAL,QB,5,33,55,60.0,485,8.8,97.0,77,5,2,3,16,72.4,104.0,2006
714,50,Tarvaris JacksonMIN,QB,4,47,81,58.0,475,5.9,118.8,50,2,4,8,37,11.5,62.5,2006
715,51,Cleo LemonMIA,QB,4,38,68,55.9,412,6.1,103.0,38,2,1,5,24,47.8,77.6,2006
716,52,A.J. FeeleyPHI,QB,2,26,38,68.4,342,9.0,171.0,89,3,0,1,10,81.4,122.9,2006
717,53,Sage RosenfelsHOU,QB,4,27,39,69.2,265,6.8,66.3,28,3,1,1,5,66.6,103.0,2006
718,54,Brian GrieseCHI,QB,6,18,32,56.3,220,6.9,36.7,75,1,2,3,22,14.0,62.0,2006
719,55,Jamie MartinNO,QB,16,16,24,66.7,208,8.7,13.0,65,1,1,5,18,2.2,90.3,2006
720,55,Matt SchaubATL,QB,16,18,27,66.7,208,7.7,13.0,47,1,2,2,8,71.0,71.2,2006
721,57,Quinn GrayJAX,QB,2,13,22,59.1,166,7.5,83.0,32,0,0,1,11,79.4,82.8,2006
722,58,Brooks BollingerMIN,QB,2,13,18,72.2,146,8.1,73.0,50,0,1,6,42,30.9,72.9,2006
723,59,Antwaan Randle ElWSH,WR,16,2,3,66.7,88,29.3,5.5,48,1,0,0,0,100.0,149.3,2006
724,60,Marques TuiasosopoOAK,QB,2,6,13,46.2,68,5.2,34.0,29,1,2,0,0,84.2,48.4,2006
725,61,Brett BasanezCAR,QB,1,6,11,54.5,56,5.1,56.0,18,0,1,0,0,38.9,30.9,2006
726,62,Aaron RodgersGB,QB,2,6,15,40.0,46,3.1,23.0,16,0,0,3,18,7.9,48.2,2006
727,63,Brad MaynardCHI,P,16,1,1,100.0,37,37.0,2.3,37,0,0,0,0,100.0,118.8,2006
728,64,Matt CasselNE,QB,6,5,8,62.5,32,4.0,5.3,10,0,0,3,15,8.5,70.8,2006
729,65,Anthony WrightCIN,QB,4,3,3,100.0,31,10.3,7.8,22,0,0,0,0,16.5,109.7,2006
